Key,Description,MSRP,Wholesale,Cost
BALL18-A-BR,"BROWN COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 5-FB-2X; 2-FB-3; 3-FB-4; 2-FB-4H; 2-...",360.00,180.00,185.40
BALL18-A-DG,"DARK GRAY COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 5-FB-2X; 2-FB-3; 3-FB-4; 2-FB-4H...",360.00,180.00,185.40
BALL18-A-LG,"LIGHT GRAY COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 5-FB-2X; 2-FB-3; 3-FB-4; 2-FB-4...",360.00,180.00,185.40
BALL18-A-NA,"NATURAL COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 5-FB-2X; 2-FB-3; 3-FB-4; 2-FB-4H; ...",360.00,180.00,185.40
BALL18-A-RD,"ADOBE RED COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 5-FB-2X; 2-FB-3; 3-FB-4; 2-FB-4H...",360.00,180.00,185.40
BALL18-A-XX,"SPECIFY COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 5-FB-2X; 2-FB-3; 3-FB-4; 2-FB-4H; ...",360.00,180.00,185.40
BALL18-B-BE,"BEIGE COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 3-FB-2X; 3-FB-3; 3-FB-4; 2-FB-4H; 1-...",389.00,194.50,200.34
BALL18-B-BL,"BLACK COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 3-FB-2X; 3-FB-3; 3-FB-4; 2-FB-4H; 1-...",389.00,194.50,200.34
BALL18-B-BR,"BROWN COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 3-FB-2X; 3-FB-3; 3-FB-4; 2-FB-4H; 1-...",389.00,194.50,200.34
BALL18-B-DG,"DARK GRAY COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 3-FB-2X; 3-FB-3; 3-FB-4; 2-FB-4H...",389.00,194.50,200.34
BALL18-B-LG,"LIGHT GRAY COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 3-FB-2X; 3-FB-3; 3-FB-4; 2-FB-4...",389.00,194.50,200.34
BALL18-B-NA,"NATURAL COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 3-FB-2X; 3-FB-3; 3-FB-4; 2-FB-4H; ...",389.00,194.50,200.34
BALL18-B-RD,"ADOBE RED COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 3-FB-2X; 3-FB-3; 3-FB-4; 2-FB-4H...",389.00,194.50,200.34
BALL18-B-XX,"SPECIFY COLOR - 18"" Mixed FireBall Set.  Consists of: 3-FB-2; 3-FB-2X; 3-FB-3; 3-FB-4; 2-FB-4H; ...",389.00,194.50,200.34
BALL18-C-BE,"BEIGE COLOR - 18"" Mixed FireBall Set.  Consists of: 4-FB-4; 2-FB-4H; 2-FB-6; 2-FB-6H;  2-FB-7; 1...",747.00,373.50,384.71
BALL18-C-BL,"BLACK COLOR - 18"" Mixed FireBall Set.  Consists of: 4-FB-4; 2-FB-4H; 2-FB-6; 2-FB-6H;  2-FB-7; 1...",747.00,373.50,384.71
BALL18-C-BR,"BROWN COLOR - 18"" Mixed FireBall Set.  Consists of: 4-FB-4; 2-FB-4H; 2-FB-6; 2-FB-6H;  2-FB-7; 1...",747.00,373.50,384.71
BALL18-C-DG,"DARK GRAY COLOR - 18"" Mixed FireBall Set.  Consists of: 4-FB-4; 2-FB-4H; 2-FB-6; 2-FB-6H;  2-FB-...",747.00,373.50,384.71
BALL18-C-LG,"LIGHT GRAY COLOR - 18"" Mixed FireBall Set.  Consists of: 4-FB-4; 2-FB-4H; 2-FB-6; 2-FB-6H;  2-FB...",747.00,373.50,384.71
BALL18-C-NA,"NATURAL COLOR - 18"" Mixed FireBall Set.  Consists of: 4-FB-4; 2-FB-4H; 2-FB-6; 2-FB-6H;  2-FB-7;...",747.00,373.50,384.71
BALL18-C-RD,"ADOBE RED COLOR - 18"" Mixed FireBall Set.  Consists of: 4-FB-4; 2-FB-4H; 2-FB-6; 2-FB-6H;  2-FB-...",747.00,373.50,384.71
BALL18-C-XX,"SPECIFY COLOR - 18"" Mixed FireBall Set.  Consists of: 4-FB-4; 2-FB-4H; 2-FB-6; 2-FB-6H;  2-FB-7;...",747.00,373.50,384.71
BALL20-A-BE,"BEIGE COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 8-FB-4; 2-FB-4H; 1-FB-6; 2-...",622.00,311.00,320.33
BALL20-A-BL,"BLACK COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 8-FB-4; 2-FB-4H; 1-FB-6; 2-...",622.00,311.00,320.33
BALL20-A-BR,"BROWN COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 8-FB-4; 2-FB-4H; 1-FB-6; 2-...",622.00,311.00,320.33
BALL20-A-DG,"DARK GRAY COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 8-FB-4; 2-FB-4H; 1-FB-6...",622.00,311.00,320.33
BALL20-A-LG,"LIGHT GRAY COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 8-FB-4; 2-FB-4H; 1-FB-...",622.00,311.00,320.33
BALL20-A-NA,"NATURAL COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 8-FB-4; 2-FB-4H; 1-FB-6; ...",622.00,311.00,320.33
BALL20-A-RD,"ADOBE RED COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 8-FB-4; 2-FB-4H; 1-FB-6...",622.00,311.00,320.33
BALL20-A-XX,"SPECIFY COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 8-FB-4; 2-FB-4H; 1-FB-6; ...",622.00,311.00,320.33
BALL20-B-BE,"BEIGE COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 5-FB-3; 3-FB-4 1-FB-6; 3-FB...",853.00,426.50,439.30
BALL20-B-BL,"BLACK COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 5-FB-3; 3-FB-4 1-FB-6; 3-FB...",853.00,426.50,439.30
BALL20-B-BR,"BROWN COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 5-FB-3; 3-FB-4 1-FB-6; 3-FB...",853.00,426.50,439.30
BALL20-B-DG,"DARK GRAY COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 5-FB-3; 3-FB-4 1-FB-6; ...",853.00,426.50,439.30
BALL20-B-LG,"LIGHT GRAY COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 5-FB-3; 3-FB-4 1-FB-6;...",853.00,426.50,439.30
BALL20-B-NA,"NATURAL COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 5-FB-3; 3-FB-4 1-FB-6; 3-...",853.00,426.50,439.30
BALL20-B-RD,"ADOBE RED COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 5-FB-3; 3-FB-4 1-FB-6; ...",853.00,426.50,439.30
BALL20-B-XX,"SPECIFY COLOR - 20"" Mixed FireBall Set.  Consists of: 1-FB-2; 3-FB-2X; 5-FB-3; 3-FB-4 1-FB-6; 3-...",853.00,426.50,439.30
BALL24-A-BE,"BEIGE COLOR - 24"" Mixed FireBall Set.  Consists of: 1-FB-2; 2-FB-3; 3-FB-4; 3-FB-4H; 1-FB-6; 2-F...",529.00,264.50,272.44
BALL24-A-BL,"BLACK COLOR - 24"" Mixed FireBall Set.  Consists of: 1-FB-2; 2-FB-3; 3-FB-4; 3-FB-4H; 1-FB-6; 2-F...",529.00,264.50,272.44
BALL24-A-BR,"BROWN COLOR - 24"" Mixed FireBall Set.  Consists of: 1-FB-2; 2-FB-3; 3-FB-4; 3-FB-4H; 1-FB-6; 2-F...",529.00,264.50,272.44
BALL24-A-DG,"DARK GRAY COLOR - 24"" Mixed FireBall Set.  Consists of: 1-FB-2; 2-FB-3; 3-FB-4; 3-FB-4H; 1-FB-6;...",529.00,264.50,272.44
BALL24-A-LG,"LIGHT GRAY COLOR - 24"" Mixed FireBall Set.  Consists of: 1-FB-2; 2-FB-3; 3-FB-4; 3-FB-4H; 1-FB-6...",529.00,264.50,272.44
BALL24-A-NA,"NATURAL COLOR - 24"" Mixed FireBall Set.  Consists of: 1-FB-2; 2-FB-3; 3-FB-4; 3-FB-4H; 1-FB-6; 2...",529.00,264.50,272.44
BALL24-A-RD,"ADOBE RED COLOR - 24"" Mixed FireBall Set.  Consists of: 1-FB-2; 2-FB-3; 3-FB-4; 3-FB-4H; 1-FB-6;...",529.00,264.50,272.44
BALL24-A-XX,"SPECIFY COLOR - 24"" Mixed FireBall Set.  Consists of: 1-FB-2; 2-FB-3; 3-FB-4; 3-FB-4H; 1-FB-6; 2...",529.00,264.50,272.44
BALL24-H1-XX,"SPECIFY COLOR - 24"" Mixed FireBall Set.  Consists of: 5-FB-2; 2-FB-3; 5-FB-4; 2-FB-6; 2-FB-7; 1-...",584.00,292.00,300.76
BALL24-H2-XX,"SPECIFY COLOR - 24"" Mixed FireBall Set. with Half-Balls for firebox floor in front.  Consists of...",813.00,406.50,418.70
BALL24-H3-XX,"SPECIFY COLOR - 24"" FireBall Set. with Full Balls for firebox floor in front.  Consists of: 5-FB...",942.00,471.00,485.13
BALL30-A-BE,"BEIGE COLOR - 30"" Mixed FireBall Set.  Consists of: 6-FB-2; 5-FB-2X; 3-FB-3; 5-FB-4; 4-FB-4H; 2-...",711.00,355.50,366.17
BALL30-A-BL,"BLACK COLOR - 30"" Mixed FireBall Set.  Consists of: 6-FB-2; 5-FB-2X; 3-FB-3; 5-FB-4; 4-FB-4H; 2-...",711.00,355.50,366.17
BALL30-A-BR,"BROWN COLOR - 30"" Mixed FireBall Set.  Consists of: 6-FB-2; 5-FB-2X; 3-FB-3; 5-FB-4; 4-FB-4H; 2-...",711.00,355.50,366.17
BALL30-A-DG,"DARK GRAY COLOR - 30"" Mixed FireBall Set.  Consists of: 6-FB-2; 5-FB-2X; 3-FB-3; 5-FB-4; 4-FB-4H...",711.00,355.50,366.17
BALL30-A-LG,"LIGHT GRAY COLOR - 30"" Mixed FireBall Set.  Consists of: 6-FB-2; 5-FB-2X; 3-FB-3; 5-FB-4; 4-FB-4...",711.00,355.50,366.17
BALL30-A-NA,"NATURAL COLOR - 30"" Mixed FireBall Set.  Consists of: 6-FB-2; 5-FB-2X; 3-FB-3; 5-FB-4; 4-FB-4H; ...",711.00,355.50,366.17
BALL30-A-RD,"ADOBE RED COLOR - 30"" Mixed FireBall Set.  Consists of: 6-FB-2; 5-FB-2X; 3-FB-3; 5-FB-4; 4-FB-4H...",711.00,355.50,366.17
BALL30-A-XX,"SPECIFY COLOR - 30"" Mixed FireBall Set.  Consists of: 6-FB-2; 5-FB-2X; 3-FB-3; 5-FB-4; 4-FB-4H; ...",711.00,355.50,366.17
BALL30-B-BE,BEIGE COLOR  5-FB-2; 5-FB-3; 8-FB-4; 8-FB-6; 3-FB-7 - (29 pieces) - 2 CTNS..(1-3D)..,953.00,476.50,490.80
BALL30-B-BL,BLACK COLOR  5-FB-2; 5-FB-3; 8-FB-4; 8-FB-6; 3-FB-7 - (29 pieces) - 2 CTNS..(1-3D)..,953.00,476.50,490.80
BALL30-B-BR,BROWN COLOR  5-FB-2; 5-FB-3; 8-FB-4; 8-FB-6; 3-FB-7 - (29 pieces) - 2 CTNS..(1-3D)..,953.00,476.50,490.80
BALL30-B-DG,DARK GRAY COLOR  5-FB-2; 5-FB-3; 8-FB-4; 8-FB-6; 3-FB-7 - (29 pieces) - 2 CTNS..(1-3D)..,953.00,476.50,490.80
BALL30-B-LG,LIGHT GRAY COLOR  5-FB-2; 5-FB-3; 8-FB-4; 8-FB-6; 3-FB-7 - (29 pieces) - 2 CTNS..(1-3D)..,953.00,476.50,490.80
BALL30-B-NA,"NATURAL COLOR - 30"" Mixed FireBall Set.  Consists of: 5-FB-2; 5-FB-3; 8-FB-4; 8-FB-6; 3-FB-7 - (...",953.00,476.50,490.80
BALL30-B-RD,ADOBE RED COLOR  5-FB-2; 5-FB-3; 8-FB-4; 8-FB-6; 3-FB-7 - (29 pieces) - 2 CTNS..(1-3D)..,953.00,476.50,490.80
BALL30-B-XX,SPECIFY COLOR  5-FB-2; 5-FB-3; 8-FB-4; 8-FB-6; 3-FB-7 - (29 pieces) - 2 CTNS..(1-3D)..,953.00,476.50,490.80
BALL36-A-BE,"BEIGE COLOR - 36"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 6-FB-3; 11-FB-4; 6-FB-4H; 2...",1242.00,621.00,639.63
BALL36-A-BL,"BLACK COLOR - 36"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 6-FB-3; 11-FB-4; 6-FB-4H; 2...",1242.00,621.00,639.63
BALL36-A-BR,"BROWN COLOR - 36"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 6-FB-3; 11-FB-4; 6-FB-4H; 2...",1242.00,621.00,639.63
BALL36-A-DG,"DARK GRAY COLOR - 36"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 6-FB-3; 11-FB-4; 6-FB-4...",1242.00,621.00,639.63
BALL36-A-LG,"LIGHT GRAY COLOR - 36"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 6-FB-3; 11-FB-4; 6-FB-...",1242.00,621.00,639.63
BALL36-A-NA,"NATURAL COLOR - 36"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 6-FB-3; 11-FB-4; 6-FB-4H;...",1242.00,621.00,639.63
BALL36-A-RD,"ADOBE RED COLOR - 36"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 6-FB-3; 11-FB-4; 6-FB-4...",1242.00,621.00,639.63
BALL36-A-XX,"SPECIFY COLOR - 36"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 6-FB-3; 11-FB-4; 6-FB-4H;...",1242.00,621.00,639.63
BALL42-A-BE,"BEIGE COLOR - 42"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 7-FB-3; 11-FB-4; 7-FB-4H; 4...",1538.00,769.00,792.07
BALL42-A-BL,"BLACK COLOR - 42"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 7-FB-3; 11-FB-4; 7-FB-4H; 4...",1538.00,769.00,792.07
BALL42-A-BR,"BROWN COLOR - 42"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 7-FB-3; 11-FB-4; 7-FB-4H; 4...",1538.00,769.00,792.07
BALL42-A-DG,"DARK GRAY COLOR - 42"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 7-FB-3; 11-FB-4; 7-FB-4...",1538.00,769.00,792.07
BALL42-A-LG,"LIGHT GRAY COLOR - 42"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 7-FB-3; 11-FB-4; 7-FB-...",1538.00,769.00,792.07
BALL42-A-NA,"NATURAL COLOR - 42"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 7-FB-3; 11-FB-4; 7-FB-4H;...",1538.00,769.00,792.07
BALL42-A-RD,"ADOBE RED COLOR - 42"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 7-FB-3; 11-FB-4; 7-FB-4...",1538.00,769.00,792.07
BALL42-A-XX,"SPECIFY COLOR - 42"" Mixed FireBall Set.  Consists of: 9-FB-2; 6-FB-2X; 7-FB-3; 11-FB-4; 7-FB-4H;...",1538.00,769.00,792.07
BALL48-A-BE,"BEIGE COLOR - 48"" Mixed FireBall Set.  Consists of: 10-FB-2; 6-FB-2X; 8-FB-3; 12-FB-4; 7-FB-4H; ...",1984.00,992.00,1021.76
BALL48-A-BL,"BLACK COLOR - 48"" Mixed FireBall Set.  Consists of: 10-FB-2; 6-FB-2X; 8-FB-3; 12-FB-4; 7-FB-4H; ...",1984.00,992.00,1021.76
BALL48-A-BR,"BROWN COLOR - 48"" Mixed FireBall Set.  Consists of: 10-FB-2; 6-FB-2X; 8-FB-3; 12-FB-4; 7-FB-4H; ...",1984.00,992.00,1021.76
BALL48-A-DG,"DARK GRAY COLOR - 48"" Mixed FireBall Set.  Consists of: 10-FB-2; 6-FB-2X; 8-FB-3; 12-FB-4; 7-FB-...",1984.00,992.00,1021.76
BALL48-A-LG,"LIGHT GRAY COLOR - 48"" Mixed FireBall Set.  Consists of: 10-FB-2; 6-FB-2X; 8-FB-3; 12-FB-4; 7-FB...",1984.00,992.00,1021.76
BALL48-A-NA,"NATURAL COLOR - 48"" Mixed FireBall Set.  Consists of: 10-FB-2; 6-FB-2X; 8-FB-3; 12-FB-4; 7-FB-4H...",1984.00,992.00,1021.76
BALL48-A-RD,"ADOBE RED COLOR - 48"" Mixed FireBall Set.  Consists of: 10-FB-2; 6-FB-2X; 8-FB-3; 12-FB-4; 7-FB-...",1984.00,992.00,1021.76
BALL48-A-XX,"SPECIFY COLOR - 48"" Mixed FireBall Set.  Consists of: 10-FB-2; 6-FB-2X; 8-FB-3; 12-FB-4; 7-FB-4H...",1984.00,992.00,1021.76
colorpack-1,Ceramic color example pack.  Consists of eight Pebbles showing each of the eight available ceram...,17.00,8.50,8.76
FB18-BE,"BEIGE COLOR - 18"" Uniform FireBall set (4"" Dia.) -  20 balls - 1 CTN   (1-3D)",300.00,150.00,154.50
FB18-BL,"BLACK COLOR - 18"" Uniform FireBall set (4"" Dia.) -  20 balls - 1 CTN   (1-3D)",300.00,150.00,154.50
FB18-BR,"BROWN COLOR - 18"" Uniform FireBall set (4"" Dia.) -  20 balls - 1 CTN   (1-3D)",300.00,150.00,154.50
FB18-DG,"DARK GRAY COLOR - 18"" Uniform FireBall set (4"" Dia.) - 20 balls - 1 CTN    (1-3D)",300.00,150.00,154.50
FB18-LG,"LIGHT GRAY COLOR - 18"" Uniform FireBall set (4"" Dia.) -  20 balls - 1 CTN   (1-3D)",300.00,150.00,154.50
FB18-NA,"NATURAL COLOR - 18"" Uniform FireBall set (4"" Dia.) - 20 balls - 1 CTN    (1-3D)",300.00,150.00,154.50
FB18-RD,"ADOBE RED COLOR - 18"" Uniform FireBall set (4"" Dia.) -  20 balls - 1 CTN   (1-3D)",300.00,150.00,154.50
FB18-XX,"SPECIFY COLOR - 18"" Uniform FireBall set (4"" Dia.) -  20 balls - 1 CTN   (1-3D)",300.00,150.00,154.50
FB2-24A,"SPECIFY COLOR - 24"" Uniform FireBall set (2"" Dia.) - 145 balls - 1 CTN",1319.00,659.50,679.29
FB2-30A,"SPECIFY COLOR - 30"" Uniform FireBall set (2"" Dia.) - 190 balls - 1 CTN",1729.00,864.50,890.44
FB21-BE,"BEIGE COLOR - 21"" Uniform FireBall set (4"" Dia.) - 26 balls - 1 CTN    (1-3D)",390.00,195.00,200.85
FB21-BL,"BLACK COLOR - 21"" Uniform FireBall set (4"" Dia.) - 26 balls - 1 CTN    (1-3D)",390.00,195.00,200.85
FB21-BR,"BROWN COLOR - 21"" Uniform FireBall set (4"" Dia.) - 26 balls - 1 CTN    (1-3D)",390.00,195.00,200.85
FB21-DG,"DARK GRAY COLOR - 21"" Uniform FireBall set (4"" Dia.) - 26 balls - 1 CTN    (1-3D)",390.00,195.00,200.85
FB21-LG,"LIGHT GRAY COLOR - 21"" Uniform FireBall set (4"" Dia.) - 26 balls - 1 CTN    (1-3D)",390.00,195.00,200.85
FB21-NA,"NATURAL COLOR- 21"" Uniform FireBall set (4"" Dia.) - 26 balls - 1 CTN    (1-3D)",390.00,195.00,200.85
FB21-RD,"ADOBE RED COLOR - 21"" Uniform FireBall set (4"" Dia.) - 26 balls - 1 CTN    (1-3D)",390.00,195.00,200.85
FB21-XX,"SPECIFY COLOR - 21"" Uniform FireBall set (4"" Dia.) - 26 balls - 1 CTN    (1-3D)",390.00,195.00,200.85
FB24-BE,"BEIGE COLOR - 24"" Uniform FireBall set (4"" Dia.) - 32 balls - 1 CTN    (1-3D)",480.00,240.00,247.20
FB24-BL,"BLACK COLOR - 24"" Uniform FireBall set (4"" Dia.) - 32 balls - 1 CTN    (1-3D)",480.00,240.00,247.20
FB24-BL-C1,"*CLEARANCE - FireBalls that do not meet our standard for coloring. Comes as is, no warranty*..BL...",240.00,120.00,123.60
FB24-BR,"BROWN COLOR - 24"" Uniform FireBall set (4"" Dia.) - 32 balls - 1 CTN    (1-3D)",480.00,240.00,247.20
FB24-DG,"DARK GRAY COLOR - 24"" Uniform FireBall set (4"" Dia.) - 32 balls - 1 CTN    (1-3D)",480.00,240.00,247.20
FB24-LG,"LIGHT GRAY COLOR - 24"" Uniform FireBall set (4"" Dia.) - 32 balls - 1 CTN    (1-3D)",480.00,240.00,247.20
FB24-NA,"NATURAL COLOR - 24"" Uniform FireBall set (4"" Dia.) - 32 balls - 1 CTN    (1-3D)",480.00,240.00,247.20
FB24-RD,"ADOBE RED COLOR - 24"" Uniform FireBall set (4"" Dia.) - 32 balls - 1 CTN    (1-3D)",480.00,240.00,247.20
FB24-XX,"SPECIFY COLOR - 24"" Uniform FireBall set (4"" Dia.) - 32 balls - 1 CTN    (1-3D)",480.00,240.00,247.20
FB27-BE,"BEIGE COLOR - 27"" Uniform FireBall set (4"" Dia.) - 50 balls - 2 CTNS    (1-3D)",748.00,374.00,385.22
FB27-BL,"BLACK COLOR - 27"" Uniform FireBall set (4"" Dia.) - 50 balls - 2 CTNS    (1-3D)",748.00,374.00,385.22
FB27-BR,"BROWN COLOR - 27"" Uniform FireBall set (4"" Dia.) - 50 balls - 2 CTNS    (1-3D)",748.00,374.00,385.22
FB27-DG,"DARK GRAY COLOR - 27"" Uniform FireBall set (4"" Dia.) - 50 balls - 2 CTNS    (1-3D)",748.00,374.00,385.22
FB27-LG,"LIGHT GRAY COLOR - 27"" Uniform FireBall set (4"" Dia.) - 50 balls - 2 CTNS    (1-3D)",748.00,374.00,385.22
FB27-NA,"NATURAL COLOR - 27"" Uniform FireBall set (4"" Dia.) - 50 balls - 2 CTNS    (1-3D)",748.00,374.00,385.22
FB27-RD,"ADOBE RED COLOR - 27"" Uniform FireBall set (4"" Dia.) - 50 balls - 2 CTNS    (1-3D)",748.00,374.00,385.22
FB27-XX,"SPECIFY COLOR - 27"" Uniform FireBall set (4"" Dia.) - 50 balls - 2 CTNS    (1-3D)",748.00,374.00,385.22
FB30-BE,"BEIGE COLOR- 30"" Uniform FireBall set (4"" Dia.) - 38 balls - 1 CTN    (1-3D)",569.00,284.50,293.04
FB30-BL,"BLACK COLOR- 30"" Uniform FireBall set (4"" Dia.) - 38 balls - 1 CTN    (1-3D)",569.00,284.50,293.04
FB30-BR,"BROWN COLOR- 30"" Uniform FireBall set (4"" Dia.) - 38 balls - 1 CTN    (1-3D)",569.00,284.50,293.04
FB30-DG,"DARK GRAY COLOR- 30"" Uniform FireBall set (4"" Dia.) - 38 balls - 1 CTN    (1-3D)",569.00,284.50,293.04
FB30-LG,"LIGHT GRAY COLOR- 30"" Uniform FireBall set (4"" Dia.) - 38 balls - 1 CTN    (1-3D)",569.00,284.50,293.04
FB30-NA,"NATURAL COLOR - 30"" Uniform FireBall set (4"" Dia.) - 38 balls - 1 CTN    (1-3D)",569.00,284.50,293.04
FB30-RD,"ADOBE RED COLOR- 30"" Uniform FireBall set (4"" Dia.) - 38 balls - 1 CTN    (1-3D)",569.00,284.50,293.04
FB30-XX,"SPECIFY COLOR- 30"" Uniform FireBall set (4"" Dia.) - 38 balls - 1 CTN    (1-3D)",569.00,284.50,293.04
FB30W-BE,"BEIGE COLOR- 30"" x 16"" Uniform FireBall set (4"" Dia.) to fit CS30W burner - 60 balls - 2 CTNS   ...",898.00,449.00,462.47
FB30W-BL,"BLACK COLOR- 30"" x 16"" Uniform FireBall set (4"" Dia.) to fit CS30W burner - 60 balls - 2 CTNS   ...",898.00,449.00,462.47
FB30W-BR,"BROWN COLOR- 30"" x 16"" Uniform FireBall set (4"" Dia.) to fit CS30W burner - 60 balls - 2 CTNS   ...",898.00,449.00,462.47
FB30W-DG,"DARK GRAY COLOR- 30"" x 16"" Uniform FireBall set (4"" Dia.) to fit CS30W burner - 60 balls - 2 CTN...",898.00,449.00,462.47
FB30W-LG,"LIGHT GRAY COLOR- 30"" x 16"" Uniform FireBall set (4"" Dia.) to fit CS30W burner - 60 balls - 2 CT...",898.00,449.00,462.47
FB30W-NA,"NATURAL COLOR- 30"" x 16"" Uniform FireBall set (4"" Dia.) to fit CS30W burner - 60 balls - 2 CTNS ...",898.00,449.00,462.47
FB30W-RD,"ADOBE RED COLOR- 30"" x 16"" Uniform FireBall set (4"" Dia.) to fit CS30W burner - 60 balls - 2 CTN...",898.00,449.00,462.47
FB30W-XX,"SPECIFY COLOR- 30"" x 16"" Uniform FireBall set (4"" Dia.) to fit CS30W burner - 60 balls - 2 CTNS ...",898.00,449.00,462.47
FB33-BE,"BEIGE COLOR - 33"" Uniform FireBall set (4"" Dia.) - 70 balls - 2 CTNS   (1-3D)",1047.00,523.50,539.21
FB33-BL,"BLACK COLOR - 33"" Uniform FireBall set (4"" Dia.) - 70 balls - 2 CTNS   (1-3D)",1047.00,523.50,539.21
FB33-BR,"BROWN COLOR - 33"" Uniform FireBall set (4"" Dia.) - 70 balls - 2 CTNS   (1-3D)",1047.00,523.50,539.21
FB33-DG,"DARK GRAY COLOR - 33"" Uniform FireBall set (4"" Dia.) - 70 balls - 2 CTNS   (1-3D)",1047.00,523.50,539.21
FB33-LG,"LIGHT GRAY COLOR - 33"" Uniform FireBall set (4"" Dia.) - 70 balls - 2 CTNS   (1-3D)",1047.00,523.50,539.21
FB33-NA,"NATURAL COLOR- 33"" Uniform FireBall set (4"" Dia.) - 70 balls - 2 CTNS    (1-3D)",1047.00,523.50,539.21
FB33-RD,"ADOBE RED COLOR - 33"" Uniform FireBall set (4"" Dia.) - 70 balls - 2 CTNS   (1-3D)",1047.00,523.50,539.21
FB33-XX,"SPECIFY COLOR - 33"" Uniform FireBall set (4"" Dia.) - 70 balls - 2 CTNS   (1-3D)",1047.00,523.50,539.21
